0.000000e+00;2.908698e-02
1.579658e-09;1.306037e-02
3.159315e-09;2.227822e-02
4.738973e-09;4.480088e-02
6.318631e-09;5.927960e-02
7.898288e-09;5.049062e-02
9.477946e-09;3.259065e-02
1.105760e-08;2.947353e-02
1.263726e-08;3.560897e-02
1.421692e-08;4.466705e-02
1.579658e-08;5.278815e-02
1.737624e-08;5.250515e-02
1.895589e-08;4.196689e-02
2.053555e-08;3.048341e-02
2.211521e-08;3.240332e-02
2.369487e-08;3.826336e-02
2.527452e-08;3.629278e-02
2.685418e-08;4.019850e-02
2.843384e-08;3.910960e-02
3.001350e-08;4.560952e-02
3.159315e-08;4.057463e-02
3.317281e-08;3.016640e-02
3.475247e-08;1.282229e-02
3.633213e-08;1.819166e-02
3.791179e-08;4.107381e-02
3.949144e-08;5.978867e-02
4.107110e-08;7.183897e-02
4.265076e-08;6.462449e-02
4.423042e-08;4.741700e-02
4.581008e-08;3.089537e-02
4.738973e-08;2.690677e-02
4.896939e-08;3.511715e-02
5.054905e-08;4.711176e-02
5.212870e-08;6.407923e-02
5.370836e-08;5.068340e-02
5.528802e-08;2.934946e-02
5.686768e-08;3.438108e-02
5.844734e-08;7.865246e-02
6.002699e-08;1.020762e-01
6.160665e-08;8.249190e-02
6.318631e-08;5.038100e-02
6.476597e-08;4.847275e-02
6.634563e-08;5.356484e-02
6.792528e-08;4.869555e-02
6.950494e-08;4.345208e-02
7.108460e-08;5.871223e-02
7.266426e-08;6.105617e-02
7.424391e-08;4.545652e-02
7.582357e-08;1.952367e-02
7.740323e-08;1.129938e-02
7.898289e-08;1.687193e-02
8.056254e-08;2.923339e-02
8.214220e-08;5.707706e-02
8.372186e-08;7.665165e-02
8.530152e-08;7.814863e-02
8.688117e-08;4.629355e-02
8.846084e-08;2.693515e-02
9.004049e-08;3.403180e-02
9.162015e-08;3.710165e-02
9.319981e-08;4.250643e-02
9.477947e-08;5.360093e-02
9.635912e-08;5.465237e-02
9.793878e-08;3.668823e-02
9.951844e-08;3.861620e-02
1.010981e-07;4.583313e-02
1.026778e-07;4.211352e-02
1.042574e-07;4.021953e-02
1.058371e-07;4.942317e-02
1.074167e-07;4.679218e-02
1.089964e-07;3.612099e-02
1.105760e-07;3.483671e-02
1.121557e-07;4.403210e-02
1.137354e-07;4.476909e-02
1.153150e-07;3.421015e-02
1.168947e-07;1.670828e-02
1.184743e-07;2.117289e-02
1.200540e-07;4.610601e-02
1.216336e-07;5.388362e-02
1.232133e-07;4.887658e-02
1.247930e-07;3.675659e-02
1.263726e-07;3.780385e-02
1.279523e-07;3.943465e-02
1.295319e-07;4.752241e-02
1.311116e-07;5.437397e-02
1.326913e-07;5.445657e-02
1.342709e-07;5.198756e-02
1.358506e-07;3.767232e-02
1.374302e-07;2.968221e-02
1.390099e-07;2.976507e-02
1.405895e-07;3.916614e-02
1.421692e-07;3.360686e-02
1.437488e-07;2.649712e-02
1.453285e-07;2.318389e-02
1.469082e-07;3.431253e-02
