0.000000e+00;5.320724e-01
1.579658e-09;5.687178e-01
3.159315e-09;5.120251e-01
4.738973e-09;4.690347e-01
6.318631e-09;5.320544e-01
7.898288e-09;5.579426e-01
9.477946e-09;5.452340e-01
1.105760e-08;5.013595e-01
1.263726e-08;4.905152e-01
1.421692e-08;4.974475e-01
1.579658e-08;5.009310e-01
1.737624e-08;5.175577e-01
1.895589e-08;5.693217e-01
2.053555e-08;6.473800e-01
2.211521e-08;6.900907e-01
2.369487e-08;6.241708e-01
2.527452e-08;5.656555e-01
2.685418e-08;5.313172e-01
2.843384e-08;5.571795e-01
3.001350e-08;5.562340e-01
3.159315e-08;5.070875e-01
3.317281e-08;4.703020e-01
3.475247e-08;4.746382e-01
3.633213e-08;5.357908e-01
3.791179e-08;5.972630e-01
3.949144e-08;5.916950e-01
4.107110e-08;5.183087e-01
4.265076e-08;4.980220e-01
4.423042e-08;4.725333e-01
4.581008e-08;4.378642e-01
4.738973e-08;4.415399e-01
4.896939e-08;4.881712e-01
5.054905e-08;5.239681e-01
5.212870e-08;5.276338e-01
5.370836e-08;5.706941e-01
5.528802e-08;5.807828e-01
5.686768e-08;5.170508e-01
5.844734e-08;4.922165e-01
6.002699e-08;5.295233e-01
6.160665e-08;6.010558e-01
6.318631e-08;5.908929e-01
6.476597e-08;5.083197e-01
6.634563e-08;4.683496e-01
6.792528e-08;4.884224e-01
6.950494e-08;5.546247e-01
7.108460e-08;5.913078e-01
7.266426e-08;5.707318e-01
7.424391e-08;5.349216e-01
7.582357e-08;5.153209e-01
7.740323e-08;4.920715e-01
7.898289e-08;3.918149e-01
8.056254e-08;2.708813e-01
8.214220e-08;2.091606e-01
8.372186e-08;1.592469e-01
8.530152e-08;1.302177e-01
8.688117e-08;1.201429e-01
8.846084e-08;1.171262e-01
9.004049e-08;1.213520e-01
9.162015e-08;1.261853e-01
9.319981e-08;1.293150e-01
9.477947e-08;1.125105e-01
9.635912e-08;9.781882e-02
9.793878e-08;1.014554e-01
9.951844e-08;1.291389e-01
1.010981e-07;1.448749e-01
1.026778e-07;1.349769e-01
1.042574e-07;1.124144e-01
1.058371e-07;1.002875e-01
1.074167e-07;9.564135e-02
1.089964e-07;1.145310e-01
1.105760e-07;1.334834e-01
1.121557e-07;1.450678e-01
1.137354e-07;1.361067e-01
1.153150e-07;1.248511e-01
1.168947e-07;1.144447e-01
1.184743e-07;1.332054e-01
1.200540e-07;1.490275e-01
1.216336e-07;1.454531e-01
1.232133e-07;1.774039e-01
1.247930e-07;1.777588e-01
1.263726e-07;1.606164e-01
1.279523e-07;9.100693e-02
1.295319e-07;8.412285e-02
1.311116e-07;6.699838e-02
1.326913e-07;6.614286e-02
1.342709e-07;6.797102e-02
1.358506e-07;8.870392e-02
1.374302e-07;8.911862e-02
1.390099e-07;8.569067e-02
1.405895e-07;7.589582e-02
1.421692e-07;7.335953e-02
1.437488e-07;7.994486e-02
1.453285e-07;1.005503e-01
1.469082e-07;1.150340e-01
