Distance (nm),C %,C % Error,Fe %,Fe % Error,Si %,Si % Error,C3 %,C3 % Error,C2 %,C2 % Error,Mn %,Mn % Error,Ga %,Ga % Error,Cr %,Cr % Error,V %,V % Error,P %,P % Error,FeC2 %,FeC2 % Error,C4 %,C4 % Error,B %,B % Error,Ni %,Ni % Error,Co %,Co % Error,Zn %,Zn % Error,FeO %,FeO % Error,Cu %,Cu % Error,Mo %,Mo % Error,MoC %,MoC % Error,Mo2 %,Mo2 % Error,W %,W % Error,O %,O % Error,WC %,WC % Error,Pb %,Pb % Error,Bi %,Bi % Error,Sample Count
-9.75,0.360458394,0.034947658,84.78933587,0.209420573,1.469037984,0.070158051,0,0,0,0,0.251640766,0.029215816,0.006801102,0.004808942,10.36487911,0.177744374,0.07481212,0.01594403,0.010201653,0.005889626,0,0,0,0,0,0,1.550651205,0.072050687,0.285646275,0.031122019,0.020403305,0.008328765,0,0,0.044207162,0.01225815,0.748121196,0.050249297,0,0,0,0,0.017002754,0.007603216,0.003400551,0.003400493,0,0,0.003400551,0.003400493,0,0,29407
-9.25,0.318223366,0.032769968,84.58647889,0.210089095,1.415078371,0.068722286,0,0,0,0,0.314838011,0.032595748,0.003385355,0.003385298,10.54538068,0.178704144,0.091404584,0.017582779,0.02031213,0.00829155,0,0,0,0,0,0,1.452317275,0.069607505,0.34869156,0.034297647,0.037238904,0.011225861,0,0,0.050780324,0.013108094,0.802329124,0.051907382,0,0,0,0,0.00677071,0.004787453,0.003385355,0.003385298,0,0,0.003385355,0.003385298,0,0,29539
-8.75,0.376039055,0.035153003,85.04749967,0.204810273,1.279852223,0.064557524,0,0,0,0,0.240796939,0.028149197,0,0,10.43343449,0.175570141,0.098957646,0.01805817,0.019791529,0.008079058,0,0,0,0,0,0,1.392004222,0.06728843,0.319963056,0.032435311,0.019791529,0.008079058,0,0,0.056075999,0.013596614,0.709196464,0.048194984,0,0,0,0,0.006597176,0.004664754,0,0,0,0,0,0,0,0,30316
-8.25,0.36019516,0.034281354,85.02570484,0.204183625,1.283604571,0.064414385,0,0,0,0,0.248862111,0.028510899,0.009823504,0.005671324,10.35724811,0.174362214,0.062215528,0.01426878,0.016372507,0.007321408,0,0,0,0,0,0,1.457153148,0.068570568,0.288156128,0.030673257,0.026196012,0.009260476,0,0,0.088411539,0.017007285,0.743311831,0.049151639,0,0,0,0,0.02292151,0.008662524,0.006549003,0.004630693,0,0,0.003274501,0.003274448,0,0,30539
-7.75,0.431048452,0.037295998,85.28277427,0.201688372,1.34500081,0.065577982,0,0,0,0,0.288445957,0.030531082,0.006481932,0.004583269,9.995138551,0.170751535,0.06157835,0.014122692,0.009722897,0.005613245,0,0,0,0,0,0,1.516771998,0.069579053,0.23983147,0.02784639,0.012963863,0.006481511,0,0,0.03889159,0.011224851,0.748663102,0.049073679,0,0,0,0,0.016204829,0.007246433,0.006481932,0.004583269,0,0,0,0,0,0,30855
-7.25,0.273637446,0.029639512,85.18816599,0.201545151,1.261951518,0.063334728,0,0,0,0,0.286514503,0.030326937,0.006438528,0.00455258,10.41110002,0.173282104,0.090139394,0.017027065,0.012877056,0.006438114,0,0,0,0,0,0,1.413256929,0.066972749,0.289733767,0.030496345,0.012877056,0.006438114,0,0,0.045069697,0.012042668,0.69536104,0.04714854,0,0,0,0,0.006438528,0.00455258,0.003219264,0.003219212,0,0,0.003219264,0.003219212,0,0,31063
-6.75,0.369975544,0.033995946,84.94701198,0.200230816,1.376434439,0.06523995,0,0,0,0,0.228883176,0.026758074,0.006270772,0.004433966,10.31541983,0.17031302,0.084655421,0.016285046,0.003135386,0.003135337,0,0,0,0,0,0,1.448548316,0.066902679,0.366840158,0.033852122,0.018812316,0.007679373,0,0,0.068978491,0.014701191,0.739951088,0.047988177,0,0,0,0,0.01567693,0.007010387,0.003135386,0.003135337,0,0,0.006270772,0.004433966,0,0,31894
-6.25,0.256920018,0.027996239,84.76219605,0.198756628,1.186725799,0.059888325,0,0,0,0,0.29668145,0.030078719,0.006117143,0.004325341,10.72335219,0.171117155,0.079522863,0.015589514,0.015292858,0.006838651,0,0,0,0,0,0,1.630218688,0.070034675,0.324208595,0.031438834,0.012234287,0.006116769,0,0,0.058112861,0.01332813,0.627007188,0.043654576,0,0,0,0,0.009175715,0.005297358,0.006117143,0.004325341,0,0,0.003058572,0.003058525,0.003058572,0.003058525,32695
-5.75,0.312567033,0.030900342,85.33386449,0.195834883,1.283976343,0.062322352,0,0,0,0,0.211442405,0.025427749,0.006128765,0.004333559,10.02359575,0.166244615,0.073545184,0.015006826,0,0,0,0,0,0,0,0,1.516869427,0.067659147,0.337082095,0.032085303,0.018386296,0.007505484,0,0,0.061287654,0.013700136,0.793675114,0.049120475,0,0,0,0,0.021450679,0.008106725,0.006128765,0.004333559,0,0,0,0,0,0,32633
-5.25,0.247857377,0.027172145,85.13154358,0.194419613,1.290052856,0.061666044,0,0,0,0,0.194105175,0.024052406,0.005972467,0.004223046,10.48765192,0.16743355,0.071669603,0.014624253,0.005972467,0.004223046,0,0,0,0,0,0,1.415474662,0.06455313,0.316540747,0.030696456,0.026876101,0.008957496,0,0,0.050765969,0.01230943,0.749544599,0.047133194,0,0,0,0,0.002986233,0.002986189,0.002986233,0.002986189,0,0,0,0,0,0,33487
-4.75,0.332019091,0.03132073,85.44155575,0.192028007,1.313254084,0.061983531,0,0,0,0,0.275694424,0.028548745,0.005928912,0.00419225,9.821243293,0.162034642,0.097827054,0.017021172,0.008893369,0.00513436,0,0,0,0,0.002964456,0.002964412,1.600806332,0.068334132,0.34091246,0.031736016,0.014822281,0.006628234,0,0,0.053360211,0.012573766,0.667002638,0.044318297,0,0,0,0,0.014822281,0.006628234,0.008893369,0.00513436,0,0,0,0,0,0,33733
-4.25,0.330110134,0.03100285,85.61537787,0.189677285,1.203587392,0.058938572,0,0,0,0,0.251234261,0.027057234,0.005842657,0.004131262,10.05813444,0.162566056,0.070111887,0.014306511,0.014606643,0.006531812,0,0,0,0,0,0,1.387631095,0.063225593,0.292132862,0.029170584,0.017527972,0.007155137,0,0,0.049662587,0.012041955,0.683590897,0.044534732,0,0,0,0,0.011685314,0.005842316,0.008763986,0.005059668,0,0,0,0,0,0,34231
-3.75,0.297326863,0.028835973,85.06353258,0.188781658,1.290286387,0.059770535,0,0,0,0,0.297326863,0.028835973,0.005609941,0.003966716,10.47095453,0.162158327,0.081344142,0.015099083,0.014024852,0.006271665,0,0,0,0,0,0,1.483829346,0.064033889,0.297326863,0.028835973,0.030854674,0.009301599,0,0,0.039269586,0.010493177,0.61709349,0.041475867,0,0,0,0,0.008414911,0.004858147,0,0,0,0,0.00280497,0.002804931,0,0,35651
-3.25,0.319417204,0.029868345,85.40487532,0.186883932,1.230036425,0.058344263,0,0,0,0,0.176520034,0.022219797,0.011207621,0.005603497,10.21854861,0.160329945,0.114878117,0.01793064,0.016811432,0.006862661,0,0,0,0,0,0,1.468198375,0.063665962,0.325021014,0.030128362,0.014009526,0.006264812,0,0,0.064443822,0.013433135,0.61922107,0.041524153,0,0,0,0,0.008405716,0.004852838,0.005603811,0.003962381,0,0,0.002801905,0.002801866,0,0,35690
-2.75,0.304468278,0.028854823,85.49524097,0.184431783,1.212387196,0.057316736,0,0,0,0,0.252352086,0.026276306,0.019200702,0.007256487,10.0776257,0.157660366,0.090517596,0.015749958,0.013714787,0.006133019,0,0,0,0,0,0,1.541542091,0.06452288,0.304468278,0.028854823,0.013714787,0.006133019,0,0,0.032915489,0.009500319,0.619908385,0.041107682,0,0,0,0,0.013714787,0.006133019,0.008228872,0.004750746,0,0,0,0,0,0,36457
-2.25,0.265679092,0.026666259,85.80092854,0.180816084,1.186163218,0.056084416,0,0,0,0,0.25762821,0.026260177,0.013418136,0.00600037,9.958940504,0.155127202,0.075141561,0.014195084,0.005367254,0.00379512,0,0,0,0,0.002683627,0.002683591,1.376700749,0.060362974,0.332769772,0.029833844,0.01878539,0.007099543,0,0,0.061723425,0.012866251,0.619917881,0.040660981,0,0,0,0,0.008050882,0.004647992,0.010734509,0.005366966,0,0,0.005367254,0.00379512,0,0,37263
-1.75,0.299329819,0.028116406,85.98977511,0.178641242,1.215861831,0.056405505,0,0,0,0,0.24635109,0.025513933,0.010595746,0.005297592,9.875235093,0.153543545,0.055627665,0.012135575,0.015893619,0.006488027,0,0,0,0,0,0,1.343010781,0.059243328,0.2834362,0.027361952,0.013244682,0.00592281,0,0,0.058276602,0.012420992,0.558925591,0.038370342,0,0,0,0,0.013244682,0.00592281,0.010595746,0.005297592,0,0,0.010595746,0.005297592,0,0,37751
-1.25,0.325141777,0.02858056,85.28040328,0.177874671,1.146817895,0.053454478,0,0,0,0,0.277252678,0.026398334,0.025204789,0.00796945,10.50535602,0.153937859,0.075614367,0.013800011,0.020163831,0.007128272,0,0,0,0,0,0,1.325771897,0.057421933,0.36294896,0.030190808,0.030245747,0.008729874,0,0,0.060491493,0.012344039,0.546943919,0.037027296,0,0,0,0,0.010081916,0.005040704,0.005040958,0.003564406,0,0,0.002520479,0.002520447,0,0,39675
-0.75,0.293301093,0.025588227,84.51325452,0.171184203,1.150814974,0.050467349,0,0,0,0,0.315690489,0.026543937,0.029106215,0.008071437,11.10737955,0.148682499,0.071646068,0.012660817,0.020150457,0.006716142,0,0,0,0,0.004477879,0.003166268,1.477700161,0.057092837,0.315690489,0.026543937,0.047017732,0.010257698,0,0,0.067168189,0.012259058,0.564212789,0.035441657,0,0,0,0,0.008955759,0.004477679,0.013433638,0.005483891,0,0,0,0,0,0,44664
-0.25,0.344470509,0.026934502,82.30943173,0.175419518,1.046091422,0.046771739,0,0,0,0,0.473382785,0.031554265,0.016906528,0.005976855,12.65876286,0.152857771,0.057059532,0.010977979,0.014793212,0.005590895,0,0,0,0,0.004226632,0.002988617,1.944250724,0.063473857,0.344470509,0.026934502,0.054946216,0.010772879,0,0,0.078192692,0.012849773,0.627654853,0.036305752,0,0,0,0,0.016906528,0.005976855,0.006339948,0.003660255,0,0,0.002113316,0.002113294,0,0,47319
0.25,0.614512529,0.039138951,76.32496426,0.212892791,1.50994507,0.061074384,0,0,0,0,0.717349319,0.042265339,0.030098573,0.008687402,15.64874966,0.181956642,0.092803933,0.015249791,0.037623216,0.009712445,0,0,0,0,0.007524643,0.004344191,3.549123379,0.092660783,0.278411799,0.026388867,0.067721789,0.01302865,0,0,0.155509293,0.019734338,0.953121473,0.048660532,0,0,0,0,0.005016429,0.003547062,0.005016429,0.003547062,0,0,0.002508214,0.002508183,0,0,39869
0.75,0.917490262,0.054097542,70.7143547,0.258201935,2.292116022,0.084910501,0,0,0,0,1.001191128,0.056487426,0.025754113,0.009104281,17.02346844,0.213245544,0.138428355,0.02109551,0.080481602,0.016089842,0,0,0,0,0.006438528,0.00455258,5.430898497,0.128584546,0.26076039,0.028935576,0.141647619,0.021339053,0,0,0.141647619,0.021339053,1.806007147,0.075558007,0,0,0,0,0.012877056,0.006438114,0.006438528,0.00455258,0,0,0,0,0,0,31063
1.25,1.379440665,0.071703495,67.4111867,0.288141186,2.879818594,0.102811664,0,0,0,0,1.114890401,0.064548569,0.011337868,0.00654555,17.37717309,0.23294032,0.136054422,0.022660306,0.113378685,0.020688283,0,0,0,0,0.015117158,0.007558008,6.48904006,0.151435106,0.336356765,0.035593733,0.166288738,0.025048118,0,0,0.173847317,0.025610098,2.369614512,0.093505344,0,0,0,0,0.022675737,0.009256281,0,0,0,0,0,0,0.003779289,0.003779218,26460
1.75,1.084205357,0.063650735,70.11446489,0.281351449,2.64062559,0.098550113,0,0,0,0,1.087983076,0.063760311,0.007555438,0.0053423,15.51509199,0.222526415,0.090665256,0.018498576,0.139775603,0.022962903,0,0,0,0,0.022666314,0.009252435,6.467454951,0.151169058,0.253107174,0.030882805,0.139775603,0.022962903,0,0,0.143553323,0.023270703,2.274186846,0.091628915,0,0,0,0,0.011333157,0.00654283,0,0,0,0,0.007555438,0.0053423,0,0,26471
2.25,1.162910011,0.062699868,72.68871635,0.260578243,2.072716079,0.08332117,0,0,0,0,0.889284126,0.054905288,0.013681294,0.006840179,14.4577077,0.205671331,0.04788453,0.012794615,0.140233266,0.021885395,0,0,0,0,0.003420324,0.003420265,5.889797175,0.137689911,0.273625885,0.030550421,0.10603003,0.019033457,0,0,0.136812943,0.021617223,2.096658344,0.083790771,0,0,0,0,0.013681294,0.006840179,0.003420324,0.003420265,0,0,0.003420324,0.003420265,0,0,29237
2.75,0.949974119,0.053525628,75.59906221,0.236995474,1.708126541,0.07149858,0,0,0,0,0.849496087,0.050641521,0.015223944,0.006807837,13.19915964,0.186772828,0.076119721,0.015218149,0.100478032,0.017482191,0,0,0,0,0.015223944,0.006807837,5.279663855,0.123396642,0.337971562,0.032024586,0.133970709,0.020183311,0,0,0.167463386,0.022561843,1.546752733,0.068093249,0,0,0,0,0.012179155,0.006089207,0.003044789,0.003044742,0,0,0.006089578,0.004305851,0,0,32843
3.25,0.886930175,0.049207008,76.82963779,0.221435672,1.256025341,0.058448219,0,0,0,0,0.834595786,0.047745777,0.008263325,0.004770636,13.25988156,0.177990412,0.044071065,0.011015338,0.093651012,0.016053494,0,0,0,0,0.013772208,0.006158694,5.051645779,0.114941522,0.305743011,0.028975445,0.066106597,0.013489492,0,0,0.115686545,0.017840493,1.211954276,0.057426466,0,0,0,0,0.013772208,0.006158694,0.005508883,0.003895261,0,0,0.002754442,0.002754404,0,0,36305
3.75,0.73279444,0.042799488,78.02875777,0.207777846,1.100450757,0.052351249,0,0,0,0,0.788194707,0.044375476,0.010072776,0.005036134,12.7823525,0.167552984,0.042809297,0.010380557,0.047845685,0.010973927,0,0,0,0,0.010072776,0.005036134,4.839968774,0.107694409,0.365138123,0.030267659,0.0831004,0.014459911,0,0,0.176273577,0.021050145,0.972022865,0.049233622,0,0,0,0,0.01259097,0.005630498,0.005036388,0.003561174,0,0,0.002518194,0.002518162,0,0,39711
4.25,0.575553847,0.037678062,78.35222903,0.205130982,0.940236672,0.048069126,0,0,0,0,0.972487534,0.048878621,0.002480836,0.002480805,13.00205909,0.167517253,0.039693369,0.009921373,0.039693369,0.009921373,0,0,0,0,0.012404178,0.005546973,4.668932496,0.105081198,0.332431963,0.028669974,0.076905902,0.013807395,0,0,0.126522613,0.017705498,0.826118237,0.045083617,0,0,0,0,0.017365849,0.006563104,0.014885013,0.006076329,0,0,0,0,0,0,40309
4.75,0.600020084,0.038695457,78.17332798,0.206969812,0.96655955,0.049021792,0,0,0,0,0.876179956,0.046694918,0.005021089,0.003550357,12.97449287,0.168365235,0.045189797,0.01064893,0.032637076,0.009050419,0,0,0,0,0.010042177,0.005020836,4.988451496,0.109082484,0.381602731,0.030892955,0.08786905,0.014846053,0,0,0.163185379,0.020224133,0.677846957,0.0411124,0,0,0,0,0.012552721,0.005613395,0.005021089,0.003550357,0,0,0,0,0,0,39832
